字	廣韻字號	小韻號	IPA	Baxter Sagart gloss (rough meaning only)	廣韻 gloss
舛	12415	1648	tɕʰwie̋n	oppose, contrary	剥也說文曰對臥也從夂㐄相背夂中几切㐄口瓦切昌兖切四
舜	17253	2578	ɕwinʱ	Hibiscus	虞舜仁聖盛明曰舜說文作䑞艸也楚謂之[䔰/葍]秦謂之藑蔓地連華象形舒閠切八
舝	22153	3446	ɦɣat	wheel-axle cap with linch-pin	上同鎋出說文車軸頭鐵胡瞎切十五
舞	10793	1355	mwiő	dance (v.)	歌舞左傳曰舞所以節八音而行八風也周禮曰樂師掌國學之政以敎國子小舞也山海經曰帝[後/俊]八子始爲舞又姓出何氏姓苑
舟	8585	998	tɕiu	boat	舟船墨子曰工倕作舟吕氏春秋曰虞姁作舟丗本曰共鼓貨狄作舟二人並黃帝臣又姓左傳晉大夫舟之僑
舠	6292	712	tɑw		小船
舡	733	79	hɣɔŋ		舽舡船[皃/名]
舥	6823	780	pʰɣa		舥腳船也
舩	5478	626	ʑwien		上同船方言曰關西謂之船關東謂之舟又姓出姓苑食川切二
航	7467	852	ɦɑŋ		船也胡郎切十八
舫	18939	2918	pwiɑŋʱ	boat	並兩船又音謗
舫	18997	2935	pɑŋʱ	boat	舫人習水者也
般	4848	535	bwɑn		樂也又博干切釋典又音鉢
般	4892	538	pwɑn		般運
般	4940	544	pɣan		還師亦作班師又盤𤳖鉢三音
舲	8078	939	leŋ		舟上有䆫
舳	20235	3204	ɖiuk		舳艫
舴	23235	3597	ʈɣak		舴艋小船
舴	23288	3605	tʂɣak		舴艋
舵	12932	1735	dɑ̋	rudder; helm	上同柁正舟木也俗從㐌餘同
舶	23246	3598	bɣak		海中大船
舷	5094	581	ɦen		舩舷
舸	12916	1731	kɑ̋		楚以大船曰舸
船	5477	626	ʑwien	boat	方言曰關西謂之船關東謂之舟又姓出姓苑食川切二
舼	610	63	ɡiowŋ		舼船
舽	729	78	bɣɔŋ		舽舡船[皃/名]
艀	8803	1015	biu		舟也
艁	12856	1723	dzɑ̋w		艁舟以舟爲橋說文云古文造
艁	18491	2815	tsʰɑwʱ		古文造至也又昨早切
艃	1770	198	lɨ		䑴艃船名
艅	2060	231	jiɤ		艅艎吳王船名
艆	7312	838	lɑŋ		海中大船
艇	13675	1902	de̋ŋ		小船
艋	13539	1865	mɣa̋ŋ		舴艋小船舴陟格切
艎	7397	845	ɦwɑŋ		艅艎吳王舟名
艐	327	30	tsuŋ		書傳云三艐國名說文云船著沙不行也
艐	16691	2475	kɣɛiʱ		爾雅云至也亦云古届字
艐	18566	2830	kʰɑʱ		船著沙不行也
艑	12194	1615	be̋n		吳船
艒	20142	3199	muk		小艖
艒	20539	3237	mowk		艒䑿船名
艒	24352	3732	mək		艒𦩤釣艇
艖	6473	730	dzɑ		小舸
艖	6848	783	tʂʰɣa		上同𠞊㔆物
艗	23883	3678	ŋek		艗舟舟頭爲鷁首
艘	5615	648	sew		船揔名又音騷
艚	6381	719	dzɑw		船艚
艛	8886	1020	ləu		舟名
艜	16473	2429	tɑiʱ		艇船
艞	18251	2770	jiewʱ		對艞江中大船
艟	465	49	tɕʰiowŋ		艨艟戰船
艟	14730	2144	ɖɣɔŋʱ		短船名
艣	10953	1377	lő		所以進船
艤	10074	1215	ŋie̋		整舟向岸
艦	14530	2079	ɦɣa̋m		禦敵船四方施板以禦矢[-/狀]如牢
艨	207	23	muŋ		艨艟戰船又武用切
艨	14646	2108	muŋʱ		艨艟戰舩又音蒙
艫	2791	287	lo		舟後
艬	9713	1144	ɖʐɣam		合木船
艬	19900	3176	ɖʐɣamʱ		艬船
艭	719	77	ʂɣɔŋ		艂艭舩名
艮	17483	2631	kənʱ		卦名也止也說文限也古恨切四
良	6992	807	liɑŋ	good	賢也善也首也長也又姓左傳鄭大夫良霄鄭穆公之子子良之後吕張切十八
艱	4975	556	kɣɛn	difficulty	艱難
色	24137	3709	ʂɨk	color; countenance	顔色所力切十五
艴	21404	3349	pʰiut	annoyed looks	淺色
艴	21597	3375	bwot	annoyed looks	艴然不悦
艵	8070	938	pʰeŋ		縹色
艶	19757	3128	jiemʱ		俗豔美色也以贍切九
艸	12835	1721	tsʰɑ̋w		篆文隸變作卄
艻	24314	3727	lək		蘿功香草
艼	8177	941	tʰeŋ		草名
艼	13694	1903	tʰe̋ŋ		葋也又秃鈴切
艽	1522	169	ɡwi		埤蒼云逺荒又音求
艽	8753	1014	ɡiu		逺荒之地詩云至于艽野又獸蓐也
艾	16438	2424	ŋɑiʱ	Artemisia; moxa	草名一名冰臺又老也長也養也亦姓風俗通云龐儉母艾氏五蓋切三
艾	17063	2550	ŋiɐiʱ		治也見詩
艿	8292	956	nʑɨŋ		草名謂陳根草不芟新草又生相因艿也所謂燒火艿者也
芀	5663	651	dew		葦華
芁	6047	688	kɣaw		秦艽藥名
芃	144	16	biuŋ		草盛也又音蓬
芃	342	31	buŋ	luxuriant, bushy, thick	芃芃草盛皃又音馮
芄	4718	522	ɦwɑn	Metaplexis japonica	芄蘭草名
芅	24178	3712	jɨk		今羊桃也或曰鬼桃葉似桃而花白
芆	3279	330	tʂʰɣɛ		鬼芆草名
芇	4881	536	mwɑn		相當也又亡殄武仙二切
芇	5395	616	mjien		說文曰相當也今人賭物相折謂之芇
芇	12153	1610	me̋n		相當也又亡弦切
芈	10161	1227	mjie̋		羊鳴一曰楚姓
芊	5048	577	tsʰen		草盛
芊	17837	2695	tsʰenʱ		芊菄草木相雜皃
芋	2275	253	ɦwio		草盛皃又王遇切
芋	15731	2331	ɦwioʱ	taro (Colocasia antiquorum?)	一名蹲[鴟/䲭][廣雅云蜀漢以芋爲資凡十四等大如斗魁其車聲鋸子旁巨青鳥等四等多子/廣志云蜀漢以芋爲資凡十四等有君子芉大如斗魁如杵𥰠其車轂鋸子旁巨青邊四等多子]王遇切五
芍	12556	1672	ɦe̋w		鳧茈草又市若切
芍	22857	3550	dʑiɑk		芍藥蕭該云芍藥香草可和食芍張略切藥良約切又芍陂在淮南七削切又蓮芍縣名在馮翊之若切又𦳓茈草名胡了切
芍	22881	3556	tsʰiɑk		陂名在壽春
芍	22920	3563	ʈiɑk		芍藥香草張略切七
芍	23857	3676	tek		蓮中子也亦作的見爾雅
芎	134	14	kʰiuŋ		芎藭香草根曰芎藭苗曰蘪蕪似蛇牀
芏	10935	1375	tʰő		草名似莞生海邊可爲席
芐	11048	1389	ɦő		地黃
芐	18730	2870	ɦɣaʱ	rush, sedge	蒲苹草
芑	10475	1299	kʰɨ̋		白梁粟也
芒	7147	822	mwiɑŋ		草端也
芒	7493	853	mɑŋ	awn, beard of grain	草端亦姓史記有魏相芒卯又音亡
芓	15288	2259	dzɨʱ		上同茡爾雅曰茡麻母郭璞云苴麻成子者
芔	15434	2283	hiuiʱ		古文卉草揔名詩曰卉木萋萋又音虺
芘	1313	147	bji		䔧芘荆藩
芘	15189	2233	bjiʱ		草名
芙	2482	266	bwio		芙蓉
芚	4539	492	dwon		菜似[菎/莧]也
芛	10222	1239	jwie̋		爾雅云蕍芛葟華榮
芛	21239	3326	jwit		草木初生
芝	1617	186	tɕɨ		芝草論衡曰芝生於土土氣和故芝草生古瑞命記曰王者慈仁則芝草生也
芟	9727	1147	ʂɣam	mow (v.)	刈草
芡	14378	2040	ɡie̋m		說文云鷄頭也方言曰南楚謂之鷄頭北燕謂之䓈靑徐淮泗之間謂之芡
芣	8797	1015	biu		芣苢車前也江東謂之蝦蟆衣
芥	16693	2475	kɣɛiʱ	mustard plant	辛菜名又草芥
芨	24492	3759	kip		烏頭別名
芩	9150	1061	ɡim		黃芩藥名
芪	941	105	ɡjie		藥草說文曰芪母也
芫	4275	469	ŋwiɐn		草名有毒可爲藥也
芬	4215	463	pʰiun		芬芳又姓戰國策晉有大夫芬質[府/撫]文切十三
芭	6837	782	pɣa		芭蕉
芮	16199	2387	nʑwieiʱ		草生狀又姓周司徒芮伯之後而銳切六
芰	14799	2165	ɡieʱ	water-chestnut	菱也奇寄切八
花	6758	775	hɣwa	flower (n.)	俗華今通用爾雅云華荂也呼𤓰切四
芳	7241	835	pʰwiɑŋ	fragrant	芬芳亦州地多芳草故以名之置在常芳縣又姓風俗通云漢幽州刺史芳乗敷方切三
芴	21318	3340	miut		土瓜
芵	22306	3473	kwet		上同𦯊𦯊明菜花黃
芷	10397	1286	tɕɨ̋		白芷藥名又芷陽縣名
芸	4116	456	ɦiun	ample, rich	香草也說文云似目宿淮南王說芸草可以死復生雜禮圖曰芸蒿也葉似邪蒿香美可食也
芹	4239	466	ɡiɨn	cress	水菜食之宜丈夫吕氏春秋曰菜之美者雲夢之芹
芺	12593	1679	ʔie̋w		爾雅曰鉤芺郭璞云大如拇指中空莖頭有臺似薊初生可食
芺	12893	1728	ʔɑ̋w		苦芺
芻	2243	251	tʂʰwio	grass for fuel or fodder	芻豢說文云刈草也俗作蒭亦姓出何氏姓苑測隅切二
芼	6252	710	mɑw		菜也又音耄
芼	18466	2813	mɑwʱ	cull and cook	菜食又擇也搴也謂拔取菜也芼以蘋蘩爲羹亦草覆蔓
芽	6863	785	ŋɣa	shoot, sprout	萌芽
芾	15402	2279	piuiʱ		毛萇詩傳曰蔽芾小皃
芾	16479	2430	pɑiʱ		小皃又方味切
芾	21329	3341	piut		草木盛也
芿	19217	3008	nʑɨŋʱ		草不翦
苀	7350	841	kɑŋ		爾雅釋草曰苀東蠡又音杭
苀	7482	852	ɦɑŋ		東蠡草名
苑	11717	1526	ʔwiɐ̋n	resentment	園苑白虎通云苑囿所以在東方者謂養萬物東方物所生也
苒	14391	2043	nʑie̋m		草盛皃又荏苒猶展轉也
苓	8089	939	leŋ		茯苓
苔	3581	386	dəi		上同菭又蘚也魚衣濕者曰濡菭亦作苔說文曰菭水衣
苕	5662	651	dew		苕菜詩云卭有旨苕
苖	20470	3226	ʈʰiuk		蓨也又他六徒歷二切蓨音挑又音剔
苖	23912	3679	dek		苖蓨草
苗	5925	675	miew	sprout (n.)	田苗亦夏獵曰苗又求也衆也禾秀也亦姓風俗通云楚大夫伯棼之後賁皇奔晉食采於苗因而氏焉武瀌切五
苘	13620	1891	kʰwie̋ŋ		並上同檾枲草
苘	13718	1911	kʰwe̋ŋ		上同檾枲屬
苙	24464	3755	ɡip		白芷又力急切
苙	24483	3758	lip		白芷又其立切
苛	6526	735	ɦɑ		政煩也怒也說文曰小艸也
苜	20457	3224	miuk		苜蓿
苜	21867	3407	mwɑt		[苜/𥄕]說文曰目不正
苝	16834	2510	bwoiʱ		爾雅曰苝山䪥案本亦作⿰莖力⿰莖力音勍
苞	6112	694	pɣaw	reed mat for wrapping	叢生也豐也茂也又苞筍又姓
苟	13964	1960	kəű	if really	苟且又姓出河内河南西河三望國語云本自黃帝之子漢有苟參古厚切十三
苟	24162	3711	kɨk		說文曰自急敕也
苡	10415	1291	jɨ̋	Plantago	薏苡蓮實也又芣苡馬蕮也又名車前亦名當道好生道閒故曰當道江東呼爲蝦蟆衣山東謂之牛舌
苢	10416	1291	jɨ̋		上同苡薏苡蓮實也又芣苡馬蕮也又名車前亦名當道好生道閒故曰當道江東呼爲蝦蟆衣山東謂之牛舌
苣	10684	1337	ɡiɤ̋		苣蕂胡麻
若	6946	800	nʑia		蜀地名出巴中記人賖切又惹弱二音二
若	13175	1787	nʑia̋		乾草又般若出釋典又虜複姓二氏周書若干惠傳曰其先與魏俱起以國爲姓後燕録有步兵校尉若久和人者切又人勺切三
若	22828	3545	nʑiɑk	you	如也順也汝也辝也又杜若香草亦姓魯人也又虜三字姓後魏書若口引氏後改爲寇氏而灼切十一
苦	11031	1387	kʰő	bitter	麤也勤也患也說文曰大苦苓也康杜切二
苦	15903	2357	kʰoʱ		困也[今之苦辛/今人苦車]是
苧	10618	1326	ɖiɤ̋		上同茅草也可以爲繩
苨	11127	1399	ne̋		薺苨
苪	13494	1856	pia̋ŋ		著也
苫	9494	1106	ɕiem	thatch	草覆屋又凶服者以爲覆席也又姓左傳魯季氏家臣苫夷失廉切三
苫	19780	3134	ɕiemʱ	thatch	以草覆屋
苬	8699	1011	ziu		苬芝瑞草一歳三華又音由
苭	12544	1670	ʔe̋w		草長
苮	5258	598	sien		草名似莞
苯	11777	1533	pwőn		苯䔿草叢生也
苰	8371	977	ɦwəŋ		藤苰胡麻也
英	7632	873	ʔiaŋ	young grass plants	華也榮而不實曰英也又英俊亦姓漢有英布
苳	359	35	towŋ		草名
苴	2097	233	tsʰiɤ		履中藉又子魚切
苴	2197	245	tsiɤ		苞苴亦姓漢書貨殖傳有平陵苴氏又音疽
苴	6923	794	ɖʐɣa		詩傳云水中浮草也
苴	10750	1350	tsiɤ̋		履中草子與切又子余切三
苵	22351	3476	det		爾雅曰[⿱𥫗稊/蕛]苵郭璞云蕛似稗布地生穢草
苶	22402	3479	net		苶然疲役又乃叶切
苶	22578	3495	nʑiet		疲役皃
苶	25073	3835	nep		病劣皃莊子曰苶然疲役奴協切又音涅十五
苷	9370	1088	kɑm		苷草藥出洮州
苸	2750	284	ho		草多
苹	7643	875	biaŋ		葭一曰蒲白又曰萍別名又云藾蕭也
苺	19482	3065	məuʱ		苺子即覆盆
苻	2487	266	bwio		苻鬼目草又姓晉有苻洪武都[互/氐]人本姓蒲氏因其孫堅背文有草付之祥改姓苻氏洪子健以晉穆帝永和七年僭号於長安稱秦
苽	2672	281	ko		說文曰雕苽一名蔣也
苾	21125	3308	bjit		說文曰馨香也詩曰苾苾芬芬
苾	22497	3488	bet	fragrant	菜名說文曰馨香也又頻必切
茀	15403	2279	piuiʱ		上同芾毛萇詩傳曰蔽芾小皃
茀	21402	3349	pʰiut	shrubby	草多
茁	21198	3318	ʈwit		草牙也徵筆切又鄒律莊月二切一
茁	22151	3445	tʂɣwɛt	sprout (v.)	草初生鄒滑切一
茁	22726	3527	tʂwiet	sprout (v.)	草生皃鄒滑切又側滑切二
茂	19471	3065	məuʱ		卉木盛也古作懋莫候切十五
范	14548	2086	bwiɐ̋m	(surname)	姓也出南陽濟陽二望本自陶唐氏之後隋會爲晉大夫食采於范其後氏焉防錽切六
茄	6682	759	ɡiɑ		茄子菜可食又音加
茄	6796	778	kɣa		荷莖又漢複姓有茄羅氏
茅	6085	692	mɣaw	kind of grass; 'thatch'	草名左氏傳曰前茅慮無明又姓史記秦有茅焦莫交切八
茅	10617	1326	ɖiɤ̋		草也可以爲繩
茆	12720	1703	mɣa̋w	Brasenia	星名
茆	13774	1928	liű		𦳓葵水草詩云言采其茆即蒓菜也又莫飽切
茇	21888	3410	pwɑt	halt in the open	蓽茇
茇	22026	3424	bwɑt	halt in the open	草木根也
茈	1053	113	dzie		𦳓茈草
茈	3270	329	ɖʐɣɛ		茈葫藥[-/名]
茈	10194	1231	tsie̋		茈薑又茈草也
茋	10255	1251	tɕi̋		茋蒻小苹
茖	23349	3618	kɣak		山葱
茗	13654	1900	me̋ŋ		茗草莫迥切七
茙	107	9	nʑiuŋ	a kind of bean	茙葵蜀葵也又虜姓後魏書官氏志云南方有茙眷氏改爲茙氏也
茛	17484	2631	kənʱ		草名
茜	17833	2695	tsʰenʱ		草名可染絳色
茝	10393	1286	tɕɨ̋	Iris	香草字林云蘪蕪别名又昌待切
茝	11396	1454	tɕʰə̋i		香草也昌紿切一
茞	3754	405	dʑin		草名
茠	6248	709	hɑw	weed (v.)	[同上薅]除田草也茠
茡	15287	2259	dzɨʱ		爾雅曰茡麻母郭璞云苴麻成子者
茢	22547	3492	liet		禮注云桃茢可以爲帚除不祥說文芀也
茥	3190	316	kwe		缺盆草也又音睽
茥	3196	317	kʰwe		缺盆草
茨	1373	153	dzi		茅茨又姓後漢有茨[光/充]亦漢複姓晉有茨芘仲疾資切十三
茩	13973	1960	kəű		薢茩
茪	7430	846	kwɑŋ		𦯊茪草名
茫	7485	853	mɑŋ		滄茫莫郎切十四
茬	1785	199	tʂɨ		茬丘名案漢書地理志泰山郡有茬縣顔師古[-/曰]又士疑切亦姓
茬	1848	207	ɖʐɨ		說文曰草皃濟北有茬平縣俗作茌士之切一
茭	6031	688	kɣaw	dried grass	說文曰乾芻也又爾雅曰茭牛蘄郭璞云今馬蘄葉細銳似芹亦可食
茮	5822	665	tsiew		上同椒木名爾雅云檓大椒又椒榝醜莍莍實也應劭漢官儀曰皇后稱椒房以椒塗壁取其温也又山巓亦姓楚有大夫椒舉
茯	20168	3201	biuk		茯苓
茱	2389	260	dʑwio		茱茰
茳	660	69	kɣɔŋ		茳蘺香草
茴	3438	367	ɦwoi		茴香草名
茵	3721	403	ʔjin		茵褥說文曰車重席也詩曰文茵暢轂文茵虎皮也
茶	6885	787	ɖɣa		俗𣘻春藏[-/草]葉可以爲飲巴南人曰葭𣘻
茷	16485	2430	pɑiʱ		草木葉多
茷	17048	2547	bwiɐiʱ		草葉多也又方大切
茷	21457	3357	bwiɐt		茷茂皃
茸	598	62	nʑiowŋ		草生皃而容切十
茹	2194	244	nʑiɤ		恣也相牽引皃也易曰拔茅連茹又虜複姓後魏書普陋茹氏後改爲茹氏又如慮切又而與切
茹	10637	1329	nʑiɤ̋	swallow, eat	乾菜也臭也貪也雜糅也又而恕切
茹	15587	2308	nʑiɤʱ	scrutinize	飯牛又菜茹也
茺	165	19	tɕʰiuŋ		茺蔚草也
茻	13409	1840	mɑ̋ŋ		說文曰衆艸也
茿	20369	3216	ʈiuk		萹茿也似藜赤莖生道傍可食
荀	3967	437	swin	spec. of plant; (proper name]	草名又姓本姓郇後去邑爲荀今出潁川相倫切十四
荁	4721	522	ɦwɑn		堇類
荂	2299	254	hwio	flower	上同𠌶又音敷草木華也
荂	2542	269	pʰwio		[荂/華]榮之皃又音吁
荃	5500	629	tsʰwien		香草
荄	3320	340	kɣɛi		草根
荄	3596	387	kəi		草根又古諧切
荅	24603	3778	təp	small bean	正名云小豆
荆	7651	876	kiaŋ		荆楚亦木名可染又州名夏及周並爲州秦爲南郡即郢都之渚宫又姓燕刺客荆軻
荇	13535	1864	ɦɣa̋ŋ	Limnanthemum nymphoides	上同莕莕菜
荈	12417	1648	tɕʰwie̋n		茗草名
草	12834	1721	tsʰɑ̋w	grass, plants	說文作艸百卉也經典相承作草采老切七
荌	17524	2636	ʔɑnʱ		草也
荍	5999	684	ɡjiew		草名今荆葵也
荎	1404	155	ɖi		爾雅云藲荎今之刺榆也
荎	22354	3476	det		[剌/刺]榆又音治
荏	14100	1984	nʑi̋m	a kind of big beans	菜也又荏苒如甚切十四
荐	17966	2711	dzenʱ	grass, herb	重也仍也再也在甸切七
荑	1289	145	ji		莁荑
荑	2990	301	de	young shoot	荑秀
荒	7373	844	hwɑŋ	wasteland; uncultivated land	荒蕪又姓呼光切十四
荒	19023	2943	hwɑŋʱ		草多皃呼浪切一
荓	8204	943	beŋ		荓馬帚以蓍又荓翳雨師名也
荔	14751	2153	lieʱ		荔支樹名葉緑實赤味甘髙五六丈子似石榴出廣志又音隷
荔	16147	2380	leʱ	herb whose roots are made into brushes	薜荔香草又羌複姓有荔非氏
荰	10943	1376	dő		杜衡香草似葵山海經云可以治癭帶之令人便馬馬亦善走[味似細辛/根葉都]而氣小異字俗從廾
荲	20360	3215	hiuk		羊蹄菜又丑六切
荲	20471	3226	ʈʰiuk		羊蹄菜
荲	24063	3697	ʈʰɨk		蒴𧃔別名
荳	19496	3067	dəuʱ		荳蔲
荵	11448	1469	nʑi̋n		說文曰荵冬草也爾雅曰蒡隱荵郭璞云似蘇有毛
荶	9176	1063	ŋim		水菜似蒜
荷	6524	735	ɦɑ	lotus	爾雅曰荷芙蕖又胡哿切
荷	12960	1740	ɦɑ̋	carry	負荷也胡可切又戸哥切二
荹	2634	279	bo		荹攎收亂草也
荹	15916	2358	boʱ		亂草說文曰亂稾也
荺	3898	426	ɦwin		藕根小者
荺	11537	1483	ɦwi̋n		爾雅云荺茭蔈葦根可食者曰茭茭胡狡切
荻	23886	3679	dek		萑也徒歷切二十九
荼	2712	282	do		苦菜
荼	6739	772	ʑia		爾雅云蔈荂荼即芀也又音徒荂音吁
荼	6882	787	ɖɣa	(name of a plant)	苦菜又音徒
荽	1503	168	swi		上同荾明荾香菜博物志曰張騫西域得胡荾石虎鄴中記曰石勒改胡荾爲香荾
荾	1502	168	swi		明荾香菜博物志曰張騫西域得胡荾石虎鄴中記曰石勒改胡荾爲香荾
莁	2252	252	mwio		莁荑
莂	22698	3519	piet		種穊移蒔也
莃	1965	220	hiɨi 		菟葵
莅	15063	2213	liʱ		臨也亦作[蒞/涖]
莆	10783	1354	pwiő		萐莆堯之瑞草
莈	21561	3372	mwot		草
莉	1407	155	ɖi		姓也出淮南
莉	1821	203	ɖɨ		姓也姓苑云淮南人
莉	2913	298	le		芘莉織荆
莊	7164	825	tʂiɑŋ	dignified, grave	嚴也又莊田爾雅曰六達謂之莊亦姓莊周著書也側羊切五
莋	23129	3585	dzɑk		縣名在越嶲
莌	21947	3415	dwɑt		活莌草名生江南髙丈許大葉莖中有瓤正白
莌	21986	3420	tʰwɑt		又徒活切
莍	8755	1014	ɡiu		椒也
莎	6563	742	swɑ		草名亦樹似桄榔其樹出麫蘇禾切十二
莏	6565	742	swɑ		手挼莏也
莐	9074	1050	ɖim		爾雅曰𧂇莐藩郭璞云生山上葉如韭
莑	586	60	pʰiowŋ		草牙始生出音譜
莒	10719	1344	kiɤ̋	plant; place name	草名亦國名又姓嬴姓之後漢有緱氏令莒誦
莓	3449	368	mwoi		莓莓美田也
莓	16842	2511	mwoiʱ		莓子木名似葚又莫杯切
莓	19442	3059	miuʱ		覆盆草也亡救切一
莔	7556	863	mɣaŋ		貝母草
莔	21419	3351	hiɨt		吳王孫休長子字也
莕	13534	1864	ɦɣa̋ŋ		莕菜
莖	7762	894	ɦɣɛŋ	stalk (n.)	草木榦也戸耕切三
莖	7784	896	ʔɣɛŋ		爾雅釋草云姚莖涂薺
莘	4076	453	ʂin	long, drawn-out	地名在虢又姓所臻切二十
莙	3893	425	kwin		爾雅云莙牛薻似薻而葉大又渠殞切
莙	4212	462	kiun		牛藻菜也
莙	11485	1479	ɡwi̋n		牛藻也
莚	5300	603	jien		草名
莚	18144	2750	jienʱ		蔓莚不斷
莛	8025	934	deŋ		草莖
莛	13681	1902	de̋ŋ		草莖又音庭
莜	18202	2762	dewʱ		草田器又音苕
莝	18609	2843	tsʰwɑʱ		斬草
莞	4722	522	ɦwɑn		似藺而圎可爲席又音官
莞	4796	530	kwɑn		草名可以爲席亦云東莞郡名又姓姓苑云今吳人又胡官切
莞	12024	1584	ɦɣwa̋n		莞爾而𥬇
莟	14259	2016	ɦə̋m		花開
莟	19674	3106	ɦəmʱ		苗莟心欲秀也
莠	13875	1943	jiű	weeds	草也
莡	23035	3575	tsʰɑk		草聲
莢	25031	3832	kep		蓂莢榆莢又姓出平陽丗本有晉大夫莢成僖子也
莣	7148	822	mwiɑŋ		爾雅曰莣杜榮郭璞云今莣草似茅可以爲繩索履屩
莤	20197	3202	ʂiuk		說文曰禮祭束茆加于祼圭而灌鬯酒是爲莤象神歆之也一曰榼上塞也
莥	13779	1929	ɳiű		玉篇云鹿豆也
莦	5758	658	siew		草名又使交切
莦	6082	691	ʂɣaw		說文惡草皃又音消
莧	17806	2686	ɦɣɛnʱ		菜名侯襉切三
莨	7309	838	lɑŋ		草名
莩	2534	269	pʰwio		漢書云非有葭莩之親張晏云莩者葭中白皮
莩	12665	1691	bie̋w		上同殍又音孚餓死又音孚
莪	6483	731	ŋɑ		草名似䔑蒿詩云蓼蓼者莪五何切十三
莫	22955	3571	mɑk	there is no X such that X …	無也定也說文本模故切日[旦/且]冥也从日在茻中茻音莽又州名開元十三年改鄚州去邑亦姓楚莫敖之後又虜複姓五氏西秦録有左衞將軍莫者羖羝南涼州刺史莫侯悌眷後魏末有亂寇莫折念生又有莫輿氏莫盧氏又虜三字姓周太祖賜廣寧楊纂姓莫胡盧氏慕各切十六
莬	17272	2581	miunʱ		新生草也
莽	10927	1374	mő		宿草又音蟒
莽	13408	1840	mɑ̋ŋ		草莽說文曰南昌謂犬善逐兔於艸中爲莽又姓前漢反者馬何羅後漢明德馬后恥與同宗改爲莽氏模朗切又莫古切十
莽	13931	1956	məű		草莽
莿	14813	2166	tsʰieʱ		草木針也
菀	11716	1526	ʔwiɐ̋n		紫菀藥名又菀茂木也又姓左傳齊大夫菀何忌
菀	21351	3342	ʔiut		藥草又音苑
菁	7868	910	tsieŋ		蕪菁菜也
菄	2	1	tuŋ		東風菜義見上注俗加艹
菅	4955	547	kɣan		草名又姓出趙郡或作蕑
菆	4788	529	dzwɑn		菆塗見禮
菆	8676	1008	tʂiu		草名又矢之善者說文曰麻蒸也一曰蓐也
菆	15760	2338	tʂʰwioʱ		鳥窠芻注切三
菈	24686	3784	ləp		菈𦿚[秦/魯]人呼蘿蔔
菉	20644	3255	liowk	(name of a plant)	菉蓐草
菊	20243	3205	kiuk		草名禮記季秋之月菊有黃華說文曰大菊蘧麥也居六切三十三
菋	15372	2275	miuiʱ		五味子藥名五行之精
菌	11489	1479	ɡwi̋n	mushroom	地菌又姓出姓苑
菌	11713	1525	ɡwiɐ̋n		蕈也又求敏切
